uid,block,style,count_anchors,emotion_anchors,intent_anchors,parent_anchors,count_in_emotion,count_not_emotion,count_in_intent,emotion_in_intent,random_expected_count_in_emotion,random_expected_emotion_in_intent,count_is_sparser
ex02_sad_00096,ex02::WHAT'S WITH THE LOOK,sad,4,7,11,15,3,1,3,7,1.8666666666666667,5.133333333333334,True
ex02_sad_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,sad,12,21,34,55,10,2,11,18,4.581818181818182,12.981818181818182,True
ex02_sad_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,sad,7,13,18,29,6,1,7,10,3.1379310344827585,8.068965517241379,True
ex02_sad_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,sad,8,13,21,29,6,2,8,13,3.586206896551724,9.413793103448276,True
ex02_sad_00157,ex02::WEDDING MUSIC STOPS,sad,5,8,14,17,5,0,5,8,2.3529411764705883,6.588235294117647,True
ex02_sad_00233,ex02::DID SHE JUMP IN A CAB,sad,5,8,13,18,4,1,4,8,2.2222222222222223,5.777777777777778,True
ex02_sad_00261,ex02::YACHT CLUB IN HALF AN HOUR,sad,5,11,13,19,5,0,5,10,2.8947368421052633,7.526315789473684,True
ex02_sad_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,sad,18,27,38,58,15,3,16,24,8.379310344827585,17.689655172413794,True
ex02_sad_00348,ex02::WHO'S MORE MISERABLE THAN HER,sad,5,8,14,20,5,0,5,8,2.0,5.6,True
ex02_sad_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,sad,14,22,28,51,12,2,13,18,6.03921568627451,12.07843137254902,True
ex02_whisper_00028,ex02::WHAT DO YA THINK YOU'RE DOING,whisper,3,9,14,20,3,0,3,7,1.35,6.3,True
ex02_whisper_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,whisper,7,16,20,28,5,2,7,13,4.0,11.428571428571429,True
ex02_whisper_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,whisper,4,10,16,25,4,0,4,8,1.6,6.4,True
ex02_whisper_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,whisper,9,17,24,33,8,1,9,16,4.636363636363637,12.363636363636363,True
ex02_whisper_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,16,32,40,56,15,1,16,30,9.142857142857142,22.857142857142858,True
ex02_whisper_00096,ex02::WHAT'S WITH THE LOOK,whisper,4,6,10,16,3,1,4,5,1.5,3.75,True
ex02_whisper_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,whisper,16,23,33,55,12,4,14,20,6.6909090909090905,13.8,True
ex02_whisper_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,whisper,8,16,21,30,6,2,8,14,4.266666666666667,11.2,True
ex02_whisper_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,whisper,9,14,21,31,6,3,7,11,4.064516129032258,9.483870967741936,True
ex02_whisper_00157,ex02::WEDDING MUSIC STOPS,whisper,5,9,13,18,4,1,3,7,2.5,6.5,True
ex02_whisper_00233,ex02::DID SHE JUMP IN A CAB,whisper,5,9,13,20,4,1,5,8,2.25,5.85,True
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,whisper,5,7,15,19,3,2,5,7,1.8421052631578947,5.526315789473684,True
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,whisper,18,29,43,59,15,3,18,24,8.847457627118644,21.135593220338983,True
ex02_whisper_00348,ex02::WHO'S MORE MISERABLE THAN HER,whisper,7,8,17,24,5,2,7,7,2.3333333333333335,5.666666666666667,True
ex02_whisper_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,whisper,17,28,34,53,13,4,15,23,8.981132075471699,17.962264150943398,True
ex03_confused_00010,ex03::IS THAT SUCCESS,confused,4,5,10,17,2,2,4,3,1.1764705882352942,2.9411764705882355,True
ex03_confused_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,confused,6,9,16,27,5,1,6,8,2.0,5.333333333333333,True
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,confused,11,23,29,42,10,1,10,21,6.023809523809524,15.880952380952381,True
ex03_confused_00040,ex03::HOW ARE YOU SIR,confused,4,5,9,12,3,1,3,5,1.6666666666666667,3.75,True
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,6,12,18,26,5,1,5,10,2.769230769230769,8.307692307692308,True
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,confused,5,12,19,25,5,0,5,12,2.4,9.12,True
ex03_confused_00143,ex03::OH ME TOO,confused,3,3,6,7,2,1,2,3,1.2857142857142858,2.5714285714285716,False
ex03_confused_00175,ex03::WHAT IS TAI CHI,confused,2,5,10,15,2,0,2,4,0.6666666666666666,3.3333333333333335,True
ex03_confused_00198,ex03::OF COURSE HE DOES,confused,4,5,12,16,3,1,4,4,1.25,3.75,True
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,confused,15,29,40,57,11,4,13,25,7.631578947368421,20.350877192982455,True
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,21,34,45,69,18,3,20,31,10.347826086956522,22.17391304347826,True
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,confused,11,16,22,32,10,1,11,15,5.5,11.0,True
ex03_confused_00285,ex03::DON'T THROW THAT OUT,confused,3,5,9,13,3,0,3,5,1.1538461538461537,3.4615384615384617,True
ex03_confused_00343,ex03::OKAY ENOUGH OF THE SPEECHES,confused,6,11,17,25,5,1,6,11,2.64,7.48,True
ex03_confused_00376,ex03::HIS NAME IS ADAM BRODY,confused,5,9,15,21,4,1,4,9,2.142857142857143,6.428571428571429,True
ex03_default_00010,ex03::IS THAT SUCCESS,default,3,4,7,15,2,1,2,4,0.8,1.8666666666666667,True
ex03_default_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,default,6,11,15,25,5,1,6,10,2.64,6.6,True
ex03_default_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,default,10,15,23,34,8,2,8,13,4.411764705882353,10.147058823529411,True
ex03_default_00040,ex03::HOW ARE YOU SIR,default,2,3,7,10,2,0,2,3,0.6,2.1,True
ex03_default_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,default,6,11,14,25,5,1,6,9,2.64,6.16,True
ex03_default_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,default,7,11,14,23,5,2,5,10,3.347826086956522,6.695652173913044,True
ex03_default_00143,ex03::OH ME TOO,default,2,3,4,7,2,0,2,3,0.8571428571428571,1.7142857142857142,True
ex03_default_00175,ex03::WHAT IS TAI CHI,default,2,5,7,11,2,0,2,4,0.9090909090909091,3.1818181818181817,True
ex03_default_00198,ex03::OF COURSE HE DOES,default,4,2,8,13,2,2,4,2,0.6153846153846154,1.2307692307692308,False
ex03_default_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,default,13,23,35,50,9,4,13,19,5.98,16.1,True
ex03_default_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,default,16,28,34,61,13,3,14,25,7.344262295081967,15.60655737704918,True
ex03_default_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,default,10,15,18,31,8,2,9,13,4.838709677419355,8.709677419354838,True
ex03_default_00285,ex03::DON'T THROW THAT OUT,default,2,4,7,13,1,1,2,3,0.6153846153846154,2.1538461538461537,True
ex03_default_00343,ex03::OKAY ENOUGH OF THE SPEECHES,default,6,9,15,21,6,0,6,8,2.5714285714285716,6.428571428571429,True
ex03_default_00376,ex03::HIS NAME IS ADAM BRODY,default,4,8,13,20,4,0,4,7,1.6,5.2,True
ex03_enunciated_00010,ex03::IS THAT SUCCESS,enunciated,4,4,11,17,3,1,4,4,0.9411764705882353,2.588235294117647,True
ex03_enunciated_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,enunciated,7,12,21,34,6,1,6,12,2.4705882352941178,7.411764705882353,True
ex03_enunciated_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,enunciated,13,25,33,47,11,2,12,22,6.914893617021277,17.5531914893617,True
ex03_enunciated_00040,ex03::HOW ARE YOU SIR,enunciated,3,7,10,14,3,0,3,6,1.5,5.0,True
ex03_enunciated_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,enunciated,4,15,22,32,4,0,4,14,1.875,10.3125,True
ex03_enunciated_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,enunciated,5,14,21,31,5,0,5,13,2.2580645161290325,9.483870967741936,True
ex03_enunciated_00143,ex03::OH ME TOO,enunciated,3,5,8,10,2,1,3,5,1.5,4.0,True
ex03_enunciated_00175,ex03::WHAT IS TAI CHI,enunciated,2,6,11,16,2,0,2,5,0.75,4.125,True
ex03_enunciated_00198,ex03::OF COURSE HE DOES,enunciated,4,8,13,19,3,1,3,6,1.6842105263157894,5.473684210526316,True
ex03_enunciated_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,enunciated,14,35,51,70,12,2,13,30,7.0,25.5,True
ex03_enunciated_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,enunciated,20,35,49,76,18,2,18,31,9.210526315789474,22.56578947368421,True
ex03_enunciated_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,enunciated,12,19,26,41,11,1,12,16,5.560975609756097,12.048780487804878,True
ex03_enunciated_00285,ex03::DON'T THROW THAT OUT,enunciated,3,10,16,21,2,1,3,9,1.4285714285714286,7.619047619047619,True
ex03_enunciated_00343,ex03::OKAY ENOUGH OF THE SPEECHES,enunciated,7,11,18,28,5,2,7,9,2.75,7.071428571428571,True
ex03_enunciated_00376,ex03::HIS NAME IS ADAM BRODY,enunciated,3,11,19,25,2,1,2,11,1.32,8.36,True
ex03_happy_00010,ex03::IS THAT SUCCESS,happy,3,4,9,14,2,1,3,4,0.8571428571428571,2.5714285714285716,True
ex03_happy_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,happy,7,13,17,28,5,2,5,11,3.25,7.892857142857143,True
ex03_happy_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,happy,10,16,23,36,8,2,9,15,4.444444444444445,10.222222222222221,True
ex03_happy_00040,ex03::HOW ARE YOU SIR,happy,3,2,8,10,2,1,2,2,0.6,1.6,False
ex03_happy_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,6,11,19,28,4,2,5,10,2.357142857142857,7.464285714285714,True
ex03_happy_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,happy,6,10,14,23,5,1,5,10,2.608695652173913,6.086956521739131,True
ex03_happy_00143,ex03::OH ME TOO,happy,2,3,5,8,2,0,2,3,0.75,1.875,True
ex03_happy_00175,ex03::WHAT IS TAI CHI,happy,2,5,7,12,2,0,2,4,0.8333333333333334,2.9166666666666665,True
ex03_happy_00198,ex03::OF COURSE HE DOES,happy,3,3,9,15,2,1,3,2,0.6,1.8,True
ex03_happy_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,happy,13,24,38,53,10,3,13,20,5.886792452830188,17.20754716981132,True
ex03_happy_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,happy,21,33,44,69,18,3,20,30,10.043478260869565,21.043478260869566,True
ex03_happy_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,happy,11,15,22,35,10,1,11,15,4.714285714285714,9.428571428571429,True
ex03_happy_00285,ex03::DON'T THROW THAT OUT,happy,2,5,8,13,2,0,2,5,0.7692307692307693,3.076923076923077,True
ex03_happy_00343,ex03::OKAY ENOUGH OF THE SPEECHES,happy,6,13,18,24,6,0,6,11,3.25,9.75,True
ex03_happy_00376,ex03::HIS NAME IS ADAM BRODY,happy,5,6,13,20,3,2,3,5,1.5,3.9,True
ex03_laughing_00010,ex03::IS THAT SUCCESS,laughing,4,9,15,24,4,0,4,8,1.5,5.625,True
ex03_laughing_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,laughing,8,17,24,36,7,1,8,16,3.7777777777777777,11.333333333333334,True
ex03_laughing_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,laughing,10,18,27,46,7,3,10,16,3.9130434782608696,10.565217391304348,True
ex03_laughing_00040,ex03::HOW ARE YOU SIR,laughing,3,5,11,16,3,0,3,5,0.9375,3.4375,True
ex03_laughing_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,laughing,8,11,19,31,5,3,8,9,2.838709677419355,6.741935483870968,True
ex03_laughing_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,laughing,10,12,19,31,6,4,8,10,3.870967741935484,7.354838709677419,True
ex03_laughing_00143,ex03::OH ME TOO,laughing,4,5,11,14,3,1,4,5,1.4285714285714286,3.9285714285714284,True
ex03_laughing_00175,ex03::WHAT IS TAI CHI,laughing,3,5,11,16,3,0,3,5,0.9375,3.4375,True
ex03_laughing_00198,ex03::OF COURSE HE DOES,laughing,3,6,11,16,2,1,3,6,1.125,4.125,True
ex03_laughing_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,laughing,13,36,45,61,11,2,12,32,7.672131147540983,26.557377049180328,True
ex03_laughing_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,laughing,22,38,47,71,17,5,19,38,11.774647887323944,25.154929577464788,True
ex03_laughing_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,laughing,13,19,23,39,12,1,13,19,6.333333333333333,11.205128205128204,True
ex03_laughing_00285,ex03::DON'T THROW THAT OUT,laughing,2,7,9,16,2,0,2,6,0.875,3.9375,True
ex03_laughing_00343,ex03::OKAY ENOUGH OF THE SPEECHES,laughing,6,15,17,25,6,0,6,13,3.6,10.2,True
ex03_laughing_00376,ex03::HIS NAME IS ADAM BRODY,laughing,5,6,14,23,2,3,5,5,1.3043478260869565,3.652173913043478,True
ex03_sad_00010,ex03::IS THAT SUCCESS,sad,4,5,11,15,3,1,4,4,1.3333333333333333,3.6666666666666665,True
ex03_sad_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,sad,7,9,17,27,5,2,7,9,2.3333333333333335,5.666666666666667,True
ex03_sad_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,sad,11,19,26,41,8,3,11,17,5.097560975609756,12.048780487804878,True
ex03_sad_00040,ex03::HOW ARE YOU SIR,sad,3,2,9,10,2,1,3,2,0.6,1.8,True
ex03_sad_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,5,14,14,27,5,0,5,11,2.5925925925925926,7.2592592592592595,True
ex03_sad_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,sad,6,12,18,26,5,1,6,11,2.769230769230769,8.307692307692308,True
ex03_sad_00143,ex03::OH ME TOO,sad,2,3,7,9,2,0,2,3,0.6666666666666666,2.3333333333333335,True
ex03_sad_00175,ex03::WHAT IS TAI CHI,sad,2,6,10,15,2,0,2,5,0.8,4.0,True
ex03_sad_00198,ex03::OF COURSE HE DOES,sad,4,3,10,15,2,2,3,2,0.8,2.0,True
ex03_sad_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,sad,16,30,43,60,14,2,16,28,8.0,21.5,True
ex03_sad_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,sad,22,39,49,81,17,5,18,33,10.592592592592593,23.59259259259259,True
ex03_sad_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,sad,11,18,23,33,11,0,11,16,6.0,12.545454545454545,True
ex03_sad_00285,ex03::DON'T THROW THAT OUT,sad,3,6,10,15,2,1,2,6,1.2,4.0,True
ex03_sad_00343,ex03::OKAY ENOUGH OF THE SPEECHES,sad,5,11,18,24,4,1,5,11,2.2916666666666665,8.25,True
ex03_sad_00376,ex03::HIS NAME IS ADAM BRODY,sad,6,8,17,24,3,3,5,8,2.0,5.666666666666667,True
ex03_whisper_00010,ex03::IS THAT SUCCESS,whisper,4,7,8,16,4,0,4,6,1.75,3.5,True
ex03_whisper_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,whisper,6,10,15,25,5,1,6,9,2.4,6.0,True
ex03_whisper_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,whisper,10,17,22,36,9,1,10,16,4.722222222222222,10.38888888888889,True
ex03_whisper_00040,ex03::HOW ARE YOU SIR,whisper,2,2,10,13,1,1,2,1,0.3076923076923077,1.5384615384615385,True
ex03_whisper_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,whisper,5,10,18,25,4,1,5,9,2.0,7.2,True
ex03_whisper_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,whisper,6,10,19,28,5,1,6,10,2.142857142857143,6.785714285714286,True
ex03_whisper_00143,ex03::OH ME TOO,whisper,3,5,7,9,3,0,3,5,1.6666666666666667,3.888888888888889,True
ex03_whisper_00175,ex03::WHAT IS TAI CHI,whisper,2,4,11,14,2,0,2,4,0.5714285714285714,3.142857142857143,True
ex03_whisper_00198,ex03::OF COURSE HE DOES,whisper,3,5,10,15,2,1,3,4,1.0,3.3333333333333335,True
ex03_whisper_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,whisper,17,24,37,52,13,4,16,21,7.846153846153846,17.076923076923077,True
ex03_whisper_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,whisper,21,33,42,66,18,3,19,30,10.5,21.0,True
ex03_whisper_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,whisper,10,14,22,32,9,1,10,12,4.375,9.625,True
ex03_whisper_00285,ex03::DON'T THROW THAT OUT,whisper,2,5,7,14,2,0,2,4,0.7142857142857143,2.5,True
ex03_whisper_00343,ex03::OKAY ENOUGH OF THE SPEECHES,whisper,6,7,16,22,5,1,6,7,1.9090909090909092,5.090909090909091,True
ex03_whisper_00376,ex03::HIS NAME IS ADAM BRODY,whisper,5,10,16,22,4,1,5,9,2.272727272727273,7.2727272727272725,True
ex04_confused_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,confused,6,11,18,25,5,1,6,10,2.64,7.92,True
ex04_confused_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,confused,18,33,41,56,14,4,15,26,10.607142857142858,24.160714285714285,True
ex04_confused_00080,ex04::I'M DOING SOCIETY A FAVOR,confused,7,9,19,25,5,2,7,8,2.52,6.84,True
ex04_confused_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,confused,12,22,30,43,12,0,12,17,6.1395348837209305,15.348837209302326,True
ex04_confused_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,confused,4,10,16,23,3,1,3,9,1.7391304347826086,6.956521739130435,True
ex04_confused_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,confused,15,21,33,49,10,5,11,20,6.428571428571429,14.142857142857142,True
ex04_confused_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,confused,10,18,29,40,9,1,9,16,4.5,13.05,True
ex04_confused_00206,ex04::ENJOY THE MOVIE,confused,3,4,8,13,3,0,3,4,0.9230769230769231,2.4615384615384617,True
ex04_confused_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,confused,8,14,19,32,7,1,8,12,3.5,8.3125,True
ex04_confused_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,confused,7,16,21,30,7,0,7,14,3.7333333333333334,11.2,True
ex04_confused_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,confused,8,14,21,25,7,1,8,13,4.48,11.76,True
ex04_confused_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,confused,5,11,17,25,5,0,5,8,2.2,7.48,True
ex04_confused_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,confused,8,11,20,28,6,2,7,9,3.142857142857143,7.857142857142857,True
ex04_confused_00327,ex04::NOT SO FAST,confused,2,4,8,11,2,0,2,3,0.7272727272727273,2.909090909090909,True
ex04_confused_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,confused,14,26,39,57,13,1,13,24,6.385964912280702,17.789473684210527,True
ex04_default_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,default,6,10,14,24,5,1,5,10,2.5,5.833333333333333,True
ex04_default_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,default,13,23,34,51,11,2,13,20,5.862745098039215,15.333333333333334,True
ex04_default_00080,ex04::I'M DOING SOCIETY A FAVOR,default,5,7,14,22,4,1,5,7,1.5909090909090908,4.454545454545454,True
ex04_default_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,default,12,17,24,36,7,5,10,14,5.666666666666667,11.333333333333334,True
ex04_default_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,default,5,9,15,23,5,0,5,9,1.9565217391304348,5.869565217391305,True
ex04_default_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,default,13,20,27,45,10,3,12,15,5.777777777777778,12.0,True
ex04_default_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,default,12,17,25,38,9,3,9,15,5.368421052631579,11.18421052631579,True
ex04_default_00206,ex04::ENJOY THE MOVIE,default,4,4,7,13,3,1,3,4,1.2307692307692308,2.1538461538461537,True
ex04_default_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,default,9,13,17,29,9,0,9,11,4.0344827586206895,7.620689655172414,True
ex04_default_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,default,8,9,16,25,5,3,7,7,2.88,5.76,True
ex04_default_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,default,6,9,13,23,3,3,5,8,2.347826086956522,5.086956521739131,True
ex04_default_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,default,4,9,11,19,4,0,4,8,1.894736842105263,5.2105263157894735,True
ex04_default_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,default,7,8,16,24,5,2,7,6,2.3333333333333335,5.333333333333333,True
ex04_default_00327,ex04::NOT SO FAST,default,1,4,7,9,1,0,1,4,0.4444444444444444,3.111111111111111,True
ex04_default_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,default,13,21,33,49,12,1,12,18,5.571428571428571,14.142857142857142,True
ex04_enunciated_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,enunciated,7,12,17,25,5,2,7,12,3.36,8.16,True
ex04_enunciated_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,enunciated,16,35,43,58,14,2,15,33,9.655172413793103,25.948275862068964,True
ex04_enunciated_00080,ex04::I'M DOING SOCIETY A FAVOR,enunciated,6,11,17,25,5,1,5,9,2.64,7.48,True
ex04_enunciated_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,enunciated,9,22,31,46,9,0,9,18,4.304347826086956,14.826086956521738,True
ex04_enunciated_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,enunciated,6,13,20,26,5,1,5,11,3.0,10.0,True
ex04_enunciated_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,enunciated,17,33,41,60,14,3,16,28,9.35,22.55,True
ex04_enunciated_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,enunciated,13,19,34,46,9,4,11,17,5.369565217391305,14.043478260869565,True
ex04_enunciated_00206,ex04::ENJOY THE MOVIE,enunciated,4,6,11,16,4,0,4,5,1.5,4.125,True
ex04_enunciated_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,enunciated,10,22,28,37,9,1,9,21,5.945945945945946,16.64864864864865,True
ex04_enunciated_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,enunciated,8,14,25,34,8,0,7,12,3.2941176470588234,10.294117647058824,True
ex04_enunciated_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,enunciated,9,13,22,29,7,2,8,11,4.0344827586206895,9.862068965517242,True
ex04_enunciated_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,enunciated,6,16,19,29,5,1,6,13,3.310344827586207,10.482758620689655,True
ex04_enunciated_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,enunciated,10,15,22,31,7,3,7,15,4.838709677419355,10.64516129032258,True
ex04_enunciated_00327,ex04::NOT SO FAST,enunciated,2,4,11,13,2,0,2,4,0.6153846153846154,3.3846153846153846,True
ex04_enunciated_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,enunciated,20,34,51,68,14,6,18,27,10.0,25.5,True
ex04_happy_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,happy,5,9,13,21,4,1,5,8,2.142857142857143,5.571428571428571,True
ex04_happy_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,happy,12,22,30,49,11,1,11,19,5.387755102040816,13.46938775510204,True
ex04_happy_00080,ex04::I'M DOING SOCIETY A FAVOR,happy,7,6,11,21,4,3,6,6,2.0,3.142857142857143,False
ex04_happy_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,happy,12,19,24,37,10,2,10,17,6.162162162162162,12.324324324324325,True
ex04_happy_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,happy,4,10,17,21,3,1,4,9,1.9047619047619047,8.095238095238095,True
ex04_happy_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,happy,15,16,27,44,11,4,14,15,5.454545454545454,9.818181818181818,True
ex04_happy_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,12,15,25,39,9,3,10,14,4.615384615384615,9.615384615384615,True
ex04_happy_00206,ex04::ENJOY THE MOVIE,happy,3,4,8,14,3,0,3,4,0.8571428571428571,2.2857142857142856,True
ex04_happy_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,happy,8,15,20,31,7,1,7,14,3.870967741935484,9.67741935483871,True
