uid,block,a,b,tol_ms,hits,den,twice_hits,a_n,b_n,b_covered
ex02_default_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,speaker_count_3408_last,20,15,46,30,27,19,15
ex02_default_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,speaker_count_3408_last,40,16,46,32,27,19,16
ex02_default_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,speaker_count_3408_last,0,11,56,22,37,19,11
ex02_default_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,speaker_count_3408_last,20,18,56,36,37,19,18
ex02_default_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,speaker_count_3408_last,40,19,56,38,37,19,19
ex02_default_00348,ex02::WHO'S MORE MISERABLE THAN HER,asr_3408,emotion_3408,0,6,29,12,20,9,6
ex02_default_00348,ex02::WHO'S MORE MISERABLE THAN HER,asr_3408,emotion_3408,20,7,29,14,20,9,7
ex02_default_00348,ex02::WHO'S MORE MISERABLE THAN HER,asr_3408,emotion_3408,40,8,29,16,20,9,8
ex02_default_00348,ex02::WHO'S MORE MISERABLE THAN HER,asr_3408,intent_3408_last,0,7,32,14,20,12,7
ex02_default_00348,ex02::WHO'S MORE MISERABLE THAN HER,asr_3408,intent_3408_last,20,11,32,22,20,12,11
ex02_default_00348,ex02::WHO'S MORE MISERABLE THAN HER,asr_3408,intent_3408_last,40,12,32,24,20,12,12
ex02_default_00348,ex02::WHO'S MORE MISERABLE THAN HER,asr_3408,speaker_count_3408_last,0,3,26,6,20,6,3
ex02_default_00348,ex02::WHO'S MORE MISERABLE THAN HER,asr_3408,speaker_count_3408_last,20,5,26,10,20,6,5
ex02_default_00348,ex02::WHO'S MORE MISERABLE THAN HER,asr_3408,speaker_count_3408_last,40,6,26,12,20,6,6
ex02_default_00348,ex02::WHO'S MORE MISERABLE THAN HER,emotion_3408,intent_3408_last,0,7,21,14,9,12,7
ex02_default_00348,ex02::WHO'S MORE MISERABLE THAN HER,emotion_3408,intent_3408_last,20,8,21,16,9,12,8
ex02_default_00348,ex02::WHO'S MORE MISERABLE THAN HER,emotion_3408,intent_3408_last,40,8,21,16,9,12,8
ex02_default_00348,ex02::WHO'S MORE MISERABLE THAN HER,emotion_3408,speaker_count_3408_last,0,2,15,4,9,6,2
ex02_default_00348,ex02::WHO'S MORE MISERABLE THAN HER,emotion_3408,speaker_count_3408_last,20,5,15,10,9,6,5
ex02_default_00348,ex02::WHO'S MORE MISERABLE THAN HER,emotion_3408,speaker_count_3408_last,40,6,15,12,9,6,6
ex02_default_00348,ex02::WHO'S MORE MISERABLE THAN HER,intent_3408_last,speaker_count_3408_last,0,3,18,6,12,6,3
ex02_default_00348,ex02::WHO'S MORE MISERABLE THAN HER,intent_3408_last,speaker_count_3408_last,20,5,18,10,12,6,5
ex02_default_00348,ex02::WHO'S MORE MISERABLE THAN HER,intent_3408_last,speaker_count_3408_last,40,6,18,12,12,6,6
ex02_default_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,asr_3408,emotion_3408,0,20,75,40,47,28,20
ex02_default_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,asr_3408,emotion_3408,20,28,75,56,47,28,28
ex02_default_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,asr_3408,emotion_3408,40,28,75,56,47,28,28
ex02_default_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,asr_3408,intent_3408_last,0,19,77,38,47,30,19
ex02_default_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,asr_3408,intent_3408_last,20,30,77,60,47,30,30
ex02_default_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,asr_3408,intent_3408_last,40,30,77,60,47,30,30
ex02_default_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,asr_3408,speaker_count_3408_last,0,6,61,12,47,14,6
ex02_default_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,asr_3408,speaker_count_3408_last,20,14,61,28,47,14,14
ex02_default_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,asr_3408,speaker_count_3408_last,40,14,61,28,47,14,14
ex02_default_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,emotion_3408,intent_3408_last,0,19,58,38,28,30,19
ex02_default_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,emotion_3408,intent_3408_last,20,24,58,48,28,30,24
ex02_default_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,emotion_3408,intent_3408_last,40,26,58,52,28,30,28
ex02_default_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,emotion_3408,speaker_count_3408_last,0,7,42,14,28,14,7
ex02_default_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,emotion_3408,speaker_count_3408_last,20,13,42,26,28,14,13
ex02_default_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,emotion_3408,speaker_count_3408_last,40,14,42,28,28,14,14
ex02_default_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,intent_3408_last,speaker_count_3408_last,0,9,44,18,30,14,9
ex02_default_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,intent_3408_last,speaker_count_3408_last,20,13,44,26,30,14,13
ex02_default_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,intent_3408_last,speaker_count_3408_last,40,14,44,28,30,14,14
ex02_enunciated_00028,ex02::WHAT DO YA THINK YOU'RE DOING,asr_3408,emotion_3408,0,7,39,14,26,13,7
ex02_enunciated_00028,ex02::WHAT DO YA THINK YOU'RE DOING,asr_3408,emotion_3408,20,13,39,26,26,13,13
ex02_enunciated_00028,ex02::WHAT DO YA THINK YOU'RE DOING,asr_3408,emotion_3408,40,13,39,26,26,13,13
ex02_enunciated_00028,ex02::WHAT DO YA THINK YOU'RE DOING,asr_3408,intent_3408_last,0,15,47,30,26,21,15
ex02_enunciated_00028,ex02::WHAT DO YA THINK YOU'RE DOING,asr_3408,intent_3408_last,20,20,47,40,26,21,20
ex02_enunciated_00028,ex02::WHAT DO YA THINK YOU'RE DOING,asr_3408,intent_3408_last,40,21,47,42,26,21,21
ex02_enunciated_00028,ex02::WHAT DO YA THINK YOU'RE DOING,asr_3408,speaker_count_3408_last,0,2,32,4,26,6,2
ex02_enunciated_00028,ex02::WHAT DO YA THINK YOU'RE DOING,asr_3408,speaker_count_3408_last,20,5,32,10,26,6,5
ex02_enunciated_00028,ex02::WHAT DO YA THINK YOU'RE DOING,asr_3408,speaker_count_3408_last,40,6,32,12,26,6,6
ex02_enunciated_00028,ex02::WHAT DO YA THINK YOU'RE DOING,emotion_3408,intent_3408_last,0,7,34,14,13,21,7
ex02_enunciated_00028,ex02::WHAT DO YA THINK YOU'RE DOING,emotion_3408,intent_3408_last,20,12,34,24,13,21,13
ex02_enunciated_00028,ex02::WHAT DO YA THINK YOU'RE DOING,emotion_3408,intent_3408_last,40,13,34,26,13,21,15
ex02_enunciated_00028,ex02::WHAT DO YA THINK YOU'RE DOING,emotion_3408,speaker_count_3408_last,0,1,19,2,13,6,1
ex02_enunciated_00028,ex02::WHAT DO YA THINK YOU'RE DOING,emotion_3408,speaker_count_3408_last,20,5,19,10,13,6,5
ex02_enunciated_00028,ex02::WHAT DO YA THINK YOU'RE DOING,emotion_3408,speaker_count_3408_last,40,6,19,12,13,6,6
ex02_enunciated_00028,ex02::WHAT DO YA THINK YOU'RE DOING,intent_3408_last,speaker_count_3408_last,0,2,27,4,21,6,2
ex02_enunciated_00028,ex02::WHAT DO YA THINK YOU'RE DOING,intent_3408_last,speaker_count_3408_last,20,5,27,10,21,6,5
ex02_enunciated_00028,ex02::WHAT DO YA THINK YOU'RE DOING,intent_3408_last,speaker_count_3408_last,40,6,27,12,21,6,6
ex02_enunciated_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,asr_3408,emotion_3408,0,13,55,26,36,19,13
ex02_enunciated_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,asr_3408,emotion_3408,20,17,55,34,36,19,17
ex02_enunciated_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,asr_3408,emotion_3408,40,19,55,38,36,19,19
ex02_enunciated_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,asr_3408,intent_3408_last,0,19,64,38,36,28,19
ex02_enunciated_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,asr_3408,intent_3408_last,20,26,64,52,36,28,26
ex02_enunciated_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,asr_3408,intent_3408_last,40,28,64,56,36,28,28
ex02_enunciated_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,asr_3408,speaker_count_3408_last,0,4,46,8,36,10,4
ex02_enunciated_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,asr_3408,speaker_count_3408_last,20,9,46,18,36,10,9
ex02_enunciated_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,asr_3408,speaker_count_3408_last,40,10,46,20,36,10,10
ex02_enunciated_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,emotion_3408,intent_3408_last,0,11,47,22,19,28,11
ex02_enunciated_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,emotion_3408,intent_3408_last,20,18,47,36,19,28,19
ex02_enunciated_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,emotion_3408,intent_3408_last,40,19,47,38,19,28,21
ex02_enunciated_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,emotion_3408,speaker_count_3408_last,0,3,29,6,19,10,3
ex02_enunciated_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,emotion_3408,speaker_count_3408_last,20,8,29,16,19,10,8
ex02_enunciated_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,emotion_3408,speaker_count_3408_last,40,10,29,20,19,10,10
ex02_enunciated_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,intent_3408_last,speaker_count_3408_last,0,5,38,10,28,10,5
ex02_enunciated_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,intent_3408_last,speaker_count_3408_last,20,10,38,20,28,10,10
ex02_enunciated_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,intent_3408_last,speaker_count_3408_last,40,10,38,20,28,10,10
ex02_enunciated_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,asr_3408,emotion_3408,0,11,44,22,28,16,11
ex02_enunciated_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,asr_3408,emotion_3408,20,15,44,30,28,16,15
ex02_enunciated_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,asr_3408,emotion_3408,40,15,44,30,28,16,15
ex02_enunciated_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,asr_3408,intent_3408_last,0,16,50,32,28,22,16
ex02_enunciated_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,asr_3408,intent_3408_last,20,22,50,44,28,22,22
ex02_enunciated_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,asr_3408,intent_3408_last,40,22,50,44,28,22,22
ex02_enunciated_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,asr_3408,speaker_count_3408_last,0,3,34,6,28,6,3
ex02_enunciated_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,asr_3408,speaker_count_3408_last,20,5,34,10,28,6,5
ex02_enunciated_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,asr_3408,speaker_count_3408_last,40,5,34,10,28,6,5
ex02_enunciated_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,emotion_3408,intent_3408_last,0,12,38,24,16,22,12
ex02_enunciated_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,emotion_3408,intent_3408_last,20,14,38,28,16,22,14
ex02_enunciated_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,emotion_3408,intent_3408_last,40,15,38,30,16,22,16
ex02_enunciated_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,emotion_3408,speaker_count_3408_last,0,4,22,8,16,6,4
ex02_enunciated_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,emotion_3408,speaker_count_3408_last,20,6,22,12,16,6,6
ex02_enunciated_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,emotion_3408,speaker_count_3408_last,40,6,22,12,16,6,6
ex02_enunciated_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,intent_3408_last,speaker_count_3408_last,0,3,28,6,22,6,3
ex02_enunciated_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,intent_3408_last,speaker_count_3408_last,20,5,28,10,22,6,5
ex02_enunciated_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,intent_3408_last,speaker_count_3408_last,40,5,28,10,22,6,5
ex02_enunciated_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,asr_3408,emotion_3408,0,13,57,26,36,21,13
ex02_enunciated_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,asr_3408,emotion_3408,20,19,57,38,36,21,19
ex02_enunciated_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,asr_3408,emotion_3408,40,21,57,42,36,21,21
ex02_enunciated_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,asr_3408,intent_3408_last,0,17,62,34,36,26,17
ex02_enunciated_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,asr_3408,intent_3408_last,20,26,62,52,36,26,26
ex02_enunciated_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,asr_3408,intent_3408_last,40,26,62,52,36,26,26
ex02_enunciated_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,asr_3408,speaker_count_3408_last,0,7,46,14,36,10,7
ex02_enunciated_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,asr_3408,speaker_count_3408_last,20,10,46,20,36,10,10
ex02_enunciated_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,asr_3408,speaker_count_3408_last,40,10,46,20,36,10,10
ex02_enunciated_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,emotion_3408,intent_3408_last,0,15,47,30,21,26,15
ex02_enunciated_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,emotion_3408,intent_3408_last,20,18,47,36,21,26,18
ex02_enunciated_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,emotion_3408,intent_3408_last,40,19,47,38,21,26,22
ex02_enunciated_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,emotion_3408,speaker_count_3408_last,0,4,31,8,21,10,4
ex02_enunciated_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,emotion_3408,speaker_count_3408_last,20,8,31,16,21,10,8
ex02_enunciated_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,emotion_3408,speaker_count_3408_last,40,8,31,16,21,10,8
ex02_enunciated_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,intent_3408_last,speaker_count_3408_last,0,5,36,10,26,10,5
ex02_enunciated_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,intent_3408_last,speaker_count_3408_last,20,9,36,18,26,10,9
ex02_enunciated_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,intent_3408_last,speaker_count_3408_last,40,9,36,18,26,10,9
ex02_enunciated_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,asr_3408,emotion_3408,0,28,107,56,69,38,28
ex02_enunciated_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,asr_3408,emotion_3408,20,37,107,74,69,38,37
ex02_enunciated_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,asr_3408,emotion_3408,40,38,107,76,69,38,38
ex02_enunciated_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,asr_3408,intent_3408_last,0,32,115,64,69,46,32
ex02_enunciated_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,asr_3408,intent_3408_last,20,45,115,90,69,46,45
ex02_enunciated_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,asr_3408,intent_3408_last,40,45,115,90,69,46,45
ex02_enunciated_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,asr_3408,speaker_count_3408_last,0,7,89,14,69,20,7
ex02_enunciated_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,asr_3408,speaker_count_3408_last,20,18,89,36,69,20,18
ex02_enunciated_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,asr_3408,speaker_count_3408_last,40,20,89,40,69,20,20
ex02_enunciated_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,emotion_3408,intent_3408_last,0,24,84,48,38,46,24
ex02_enunciated_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,emotion_3408,intent_3408_last,20,32,84,64,38,46,33
ex02_enunciated_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,emotion_3408,intent_3408_last,40,35,84,70,38,46,39
ex02_enunciated_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,emotion_3408,speaker_count_3408_last,0,6,58,12,38,20,6
ex02_enunciated_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,emotion_3408,speaker_count_3408_last,20,18,58,36,38,20,18
ex02_enunciated_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,emotion_3408,speaker_count_3408_last,40,18,58,36,38,20,18
ex02_enunciated_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,intent_3408_last,speaker_count_3408_last,0,5,66,10,46,20,5
ex02_enunciated_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,intent_3408_last,speaker_count_3408_last,20,18,66,36,46,20,18
ex02_enunciated_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,intent_3408_last,speaker_count_3408_last,40,19,66,38,46,20,19
ex02_enunciated_00096,ex02::WHAT'S WITH THE LOOK,asr_3408,emotion_3408,0,7,25,14,16,9,7
ex02_enunciated_00096,ex02::WHAT'S WITH THE LOOK,asr_3408,emotion_3408,20,9,25,18,16,9,9
ex02_enunciated_00096,ex02::WHAT'S WITH THE LOOK,asr_3408,emotion_3408,40,9,25,18,16,9,9
ex02_enunciated_00096,ex02::WHAT'S WITH THE LOOK,asr_3408,intent_3408_last,0,7,29,14,16,13,7
ex02_enunciated_00096,ex02::WHAT'S WITH THE LOOK,asr_3408,intent_3408_last,20,12,29,24,16,13,12
ex02_enunciated_00096,ex02::WHAT'S WITH THE LOOK,asr_3408,intent_3408_last,40,12,29,24,16,13,12
ex02_enunciated_00096,ex02::WHAT'S WITH THE LOOK,asr_3408,speaker_count_3408_last,0,2,20,4,16,4,2
ex02_enunciated_00096,ex02::WHAT'S WITH THE LOOK,asr_3408,speaker_count_3408_last,20,4,20,8,16,4,4
ex02_enunciated_00096,ex02::WHAT'S WITH THE LOOK,asr_3408,speaker_count_3408_last,40,4,20,8,16,4,4
ex02_enunciated_00096,ex02::WHAT'S WITH THE LOOK,emotion_3408,intent_3408_last,0,6,22,12,9,13,6
ex02_enunciated_00096,ex02::WHAT'S WITH THE LOOK,emotion_3408,intent_3408_last,20,7,22,14,9,13,8
ex02_enunciated_00096,ex02::WHAT'S WITH THE LOOK,emotion_3408,intent_3408_last,40,8,22,16,9,13,10
ex02_enunciated_00096,ex02::WHAT'S WITH THE LOOK,emotion_3408,speaker_count_3408_last,0,2,13,4,9,4,2
ex02_enunciated_00096,ex02::WHAT'S WITH THE LOOK,emotion_3408,speaker_count_3408_last,20,4,13,8,9,4,4
ex02_enunciated_00096,ex02::WHAT'S WITH THE LOOK,emotion_3408,speaker_count_3408_last,40,4,13,8,9,4,4
ex02_enunciated_00096,ex02::WHAT'S WITH THE LOOK,intent_3408_last,speaker_count_3408_last,0,1,17,2,13,4,1
ex02_enunciated_00096,ex02::WHAT'S WITH THE LOOK,intent_3408_last,speaker_count_3408_last,20,3,17,6,13,4,3
ex02_enunciated_00096,ex02::WHAT'S WITH THE LOOK,intent_3408_last,speaker_count_3408_last,40,3,17,6,13,4,3
ex02_enunciated_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,asr_3408,emotion_3408,0,15,85,30,60,25,15
ex02_enunciated_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,asr_3408,emotion_3408,20,23,85,46,60,25,23
ex02_enunciated_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,asr_3408,emotion_3408,40,25,85,50,60,25,25
ex02_enunciated_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,asr_3408,intent_3408_last,0,34,105,68,60,45,34
ex02_enunciated_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,asr_3408,intent_3408_last,20,44,105,88,60,45,44
ex02_enunciated_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,asr_3408,intent_3408_last,40,45,105,90,60,45,45
ex02_enunciated_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,asr_3408,speaker_count_3408_last,0,7,74,14,60,14,7
ex02_enunciated_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,asr_3408,speaker_count_3408_last,20,13,74,26,60,14,13
ex02_enunciated_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,asr_3408,speaker_count_3408_last,40,14,74,28,60,14,14
ex02_enunciated_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,emotion_3408,intent_3408_last,0,14,70,28,25,45,14
ex02_enunciated_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,emotion_3408,intent_3408_last,20,24,70,48,25,45,25
ex02_enunciated_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,emotion_3408,intent_3408_last,40,25,70,50,25,45,28
ex02_enunciated_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,emotion_3408,speaker_count_3408_last,0,5,39,10,25,14,5
ex02_enunciated_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,emotion_3408,speaker_count_3408_last,20,10,39,20,25,14,10
ex02_enunciated_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,emotion_3408,speaker_count_3408_last,40,10,39,20,25,14,10
ex02_enunciated_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,intent_3408_last,speaker_count_3408_last,0,8,59,16,45,14,8
ex02_enunciated_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,intent_3408_last,speaker_count_3408_last,20,12,59,24,45,14,12
ex02_enunciated_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,intent_3408_last,speaker_count_3408_last,40,13,59,26,45,14,13
ex02_enunciated_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,asr_3408,emotion_3408,0,11,48,22,30,18,11
ex02_enunciated_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,asr_3408,emotion_3408,20,16,48,32,30,18,16
ex02_enunciated_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,asr_3408,emotion_3408,40,17,48,34,30,18,17
ex02_enunciated_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,asr_3408,intent_3408_last,0,20,55,40,30,25,20
ex02_enunciated_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,asr_3408,intent_3408_last,20,25,55,50,30,25,25
ex02_enunciated_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,asr_3408,intent_3408_last,40,25,55,50,30,25,25
ex02_enunciated_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,asr_3408,speaker_count_3408_last,0,2,37,4,30,7,2
ex02_enunciated_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,asr_3408,speaker_count_3408_last,20,6,37,12,30,7,6
ex02_enunciated_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,asr_3408,speaker_count_3408_last,40,6,37,12,30,7,6
ex02_enunciated_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,emotion_3408,intent_3408_last,0,11,43,22,18,25,11
ex02_enunciated_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,emotion_3408,intent_3408_last,20,17,43,34,18,25,18
ex02_enunciated_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,emotion_3408,intent_3408_last,40,17,43,34,18,25,20
ex02_enunciated_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,emotion_3408,speaker_count_3408_last,0,3,25,6,18,7,3
ex02_enunciated_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,emotion_3408,speaker_count_3408_last,20,6,25,12,18,7,6
ex02_enunciated_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,emotion_3408,speaker_count_3408_last,40,6,25,12,18,7,6
ex02_enunciated_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,intent_3408_last,speaker_count_3408_last,0,3,32,6,25,7,3
ex02_enunciated_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,intent_3408_last,speaker_count_3408_last,20,6,32,12,25,7,6
ex02_enunciated_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,intent_3408_last,speaker_count_3408_last,40,6,32,12,25,7,6
