uid,block,policy,event,offset_ms,tol_ms,hits,cuts,refs,den,twice_hits
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3408,peak,12.5,40.0,4,17,8,25,8
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3408,valley,0.0,20.0,0,17,7,24,0
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3408,valley,0.0,40.0,3,17,7,24,6
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3408,valley,12.5,20.0,2,17,7,24,4
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3408,valley,12.5,40.0,3,17,7,24,6
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,rise,0.0,20.0,6,23,13,36,12
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,rise,0.0,40.0,8,23,13,36,16
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,rise,12.5,20.0,8,23,13,36,16
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,rise,12.5,40.0,9,23,13,36,18
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,fall,0.0,20.0,6,23,14,37,12
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,fall,0.0,40.0,10,23,14,37,20
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,fall,12.5,20.0,8,23,14,37,16
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,fall,12.5,40.0,10,23,14,37,20
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,peak,0.0,20.0,3,23,8,31,6
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,peak,0.0,40.0,7,23,8,31,14
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,peak,12.5,20.0,5,23,8,31,10
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,peak,12.5,40.0,7,23,8,31,14
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,valley,0.0,20.0,0,23,7,30,0
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,valley,0.0,40.0,2,23,7,30,4
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,valley,12.5,20.0,1,23,7,30,2
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,valley,12.5,40.0,3,23,7,30,6
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,speaker_count_3408_last,rise,0.0,20.0,7,10,13,23,14
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,speaker_count_3408_last,rise,0.0,40.0,9,10,13,23,18
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,speaker_count_3408_last,rise,12.5,20.0,8,10,13,23,16
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,speaker_count_3408_last,rise,12.5,40.0,9,10,13,23,18
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,speaker_count_3408_last,fall,0.0,20.0,0,10,14,24,0
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,speaker_count_3408_last,fall,0.0,40.0,1,10,14,24,2
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,speaker_count_3408_last,fall,12.5,20.0,1,10,14,24,2
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,speaker_count_3408_last,fall,12.5,40.0,2,10,14,24,4
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,speaker_count_3408_last,peak,0.0,20.0,0,10,8,18,0
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,speaker_count_3408_last,peak,0.0,40.0,2,10,8,18,4
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,speaker_count_3408_last,peak,12.5,20.0,2,10,8,18,4
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,speaker_count_3408_last,peak,12.5,40.0,4,10,8,18,8
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,speaker_count_3408_last,valley,0.0,20.0,0,10,7,17,0
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,speaker_count_3408_last,valley,0.0,40.0,1,10,7,17,2
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,speaker_count_3408_last,valley,12.5,20.0,0,10,7,17,0
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,speaker_count_3408_last,valley,12.5,40.0,1,10,7,17,2
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3407,rise,0.0,20.0,7,18,13,31,14
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3407,rise,0.0,40.0,8,18,13,31,16
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3407,rise,12.5,20.0,8,18,13,31,16
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3407,rise,12.5,40.0,9,18,13,31,18
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3407,fall,0.0,20.0,1,18,14,32,2
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3407,fall,0.0,40.0,5,18,14,32,10
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3407,fall,12.5,20.0,3,18,14,32,6
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3407,fall,12.5,40.0,5,18,14,32,10
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3407,peak,0.0,20.0,3,18,8,26,6
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3407,peak,0.0,40.0,5,18,8,26,10
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3407,peak,12.5,20.0,4,18,8,26,8
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3407,peak,12.5,40.0,5,18,8,26,10
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3407,valley,0.0,20.0,0,18,7,25,0
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3407,valley,0.0,40.0,3,18,7,25,6
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3407,valley,12.5,20.0,1,18,7,25,2
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3407,valley,12.5,40.0,3,18,7,25,6
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3409,rise,0.0,20.0,4,14,13,27,8
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3409,rise,0.0,40.0,7,14,13,27,14
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3409,rise,12.5,20.0,7,14,13,27,14
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3409,rise,12.5,40.0,9,14,13,27,18
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3409,fall,0.0,20.0,2,14,14,28,4
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3409,fall,0.0,40.0,4,14,14,28,8
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3409,fall,12.5,20.0,3,14,14,28,6
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3409,fall,12.5,40.0,4,14,14,28,8
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3409,peak,0.0,20.0,1,14,8,22,2
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3409,peak,0.0,40.0,3,14,8,22,6
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3409,peak,12.5,20.0,2,14,8,22,4
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3409,peak,12.5,40.0,4,14,8,22,8
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3409,valley,0.0,20.0,1,14,7,21,2
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3409,valley,0.0,40.0,3,14,7,21,6
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3409,valley,12.5,20.0,2,14,7,21,4
ex02_confused_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3409,valley,12.5,40.0,3,14,7,21,6
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,asr_3408,rise,0.0,20.0,5,19,8,27,10
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,asr_3408,rise,0.0,40.0,7,19,8,27,14
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,asr_3408,rise,12.5,20.0,7,19,8,27,14
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,asr_3408,rise,12.5,40.0,7,19,8,27,14
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,asr_3408,fall,0.0,20.0,5,19,8,27,10
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,asr_3408,fall,0.0,40.0,7,19,8,27,14
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,asr_3408,fall,12.5,20.0,5,19,8,27,10
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,asr_3408,fall,12.5,40.0,8,19,8,27,16
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,asr_3408,peak,0.0,20.0,0,19,4,23,0
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,asr_3408,peak,0.0,40.0,3,19,4,23,6
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,asr_3408,peak,12.5,20.0,0,19,4,23,0
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,asr_3408,peak,12.5,40.0,3,19,4,23,6
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,asr_3408,valley,0.0,20.0,1,19,3,22,2
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,asr_3408,valley,0.0,40.0,2,19,3,22,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,asr_3408,valley,12.5,20.0,2,19,3,22,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,asr_3408,valley,12.5,40.0,2,19,3,22,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,rise,0.0,20.0,3,10,8,18,6
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,rise,0.0,40.0,6,10,8,18,12
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,rise,12.5,20.0,5,10,8,18,10
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,rise,12.5,40.0,6,10,8,18,12
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,fall,0.0,20.0,1,10,8,18,2
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,fall,0.0,40.0,3,10,8,18,6
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,fall,12.5,20.0,1,10,8,18,2
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,fall,12.5,40.0,4,10,8,18,8
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,peak,0.0,20.0,0,10,4,14,0
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,peak,0.0,40.0,0,10,4,14,0
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,peak,12.5,20.0,0,10,4,14,0
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,peak,12.5,40.0,2,10,4,14,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,valley,0.0,20.0,1,10,3,13,2
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,valley,0.0,40.0,2,10,3,13,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,valley,12.5,20.0,2,10,3,13,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,valley,12.5,40.0,2,10,3,13,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,rise,0.0,20.0,5,15,8,23,10
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,rise,0.0,40.0,7,15,8,23,14
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,rise,12.5,20.0,7,15,8,23,14
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,rise,12.5,40.0,7,15,8,23,14
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,fall,0.0,20.0,5,15,8,23,10
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,fall,0.0,40.0,8,15,8,23,16
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,fall,12.5,20.0,5,15,8,23,10
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,fall,12.5,40.0,8,15,8,23,16
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,peak,0.0,20.0,0,15,4,19,0
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,peak,0.0,40.0,2,15,4,19,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,peak,12.5,20.0,0,15,4,19,0
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,peak,12.5,40.0,2,15,4,19,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,valley,0.0,20.0,1,15,3,18,2
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,valley,0.0,40.0,2,15,3,18,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,valley,12.5,20.0,1,15,3,18,2
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,valley,12.5,40.0,2,15,3,18,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,speaker_count_3408_last,rise,0.0,20.0,4,5,8,13,8
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,speaker_count_3408_last,rise,0.0,40.0,4,5,8,13,8
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,speaker_count_3408_last,rise,12.5,20.0,4,5,8,13,8
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,speaker_count_3408_last,rise,12.5,40.0,4,5,8,13,8
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,speaker_count_3408_last,fall,0.0,20.0,0,5,8,13,0
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,speaker_count_3408_last,fall,0.0,40.0,0,5,8,13,0
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,speaker_count_3408_last,fall,12.5,20.0,0,5,8,13,0
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,speaker_count_3408_last,fall,12.5,40.0,1,5,8,13,2
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,speaker_count_3408_last,peak,0.0,20.0,0,5,4,9,0
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,speaker_count_3408_last,peak,0.0,40.0,1,5,4,9,2
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,speaker_count_3408_last,peak,12.5,20.0,1,5,4,9,2
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,speaker_count_3408_last,peak,12.5,40.0,1,5,4,9,2
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,speaker_count_3408_last,valley,0.0,20.0,1,5,3,8,2
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,speaker_count_3408_last,valley,0.0,40.0,1,5,3,8,2
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,speaker_count_3408_last,valley,12.5,20.0,1,5,3,8,2
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,speaker_count_3408_last,valley,12.5,40.0,1,5,3,8,2
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3407,rise,0.0,20.0,5,12,8,20,10
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3407,rise,0.0,40.0,7,12,8,20,14
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3407,rise,12.5,20.0,7,12,8,20,14
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3407,rise,12.5,40.0,7,12,8,20,14
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3407,fall,0.0,20.0,2,12,8,20,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3407,fall,0.0,40.0,6,12,8,20,12
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3407,fall,12.5,20.0,2,12,8,20,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3407,fall,12.5,40.0,6,12,8,20,12
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3407,peak,0.0,20.0,0,12,4,16,0
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3407,peak,0.0,40.0,0,12,4,16,0
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3407,peak,12.5,20.0,0,12,4,16,0
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3407,peak,12.5,40.0,2,12,4,16,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3407,valley,0.0,20.0,1,12,3,15,2
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3407,valley,0.0,40.0,2,12,3,15,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3407,valley,12.5,20.0,2,12,3,15,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3407,valley,12.5,40.0,2,12,3,15,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3409,rise,0.0,20.0,3,10,8,18,6
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3409,rise,0.0,40.0,6,10,8,18,12
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3409,rise,12.5,20.0,5,10,8,18,10
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3409,rise,12.5,40.0,6,10,8,18,12
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3409,fall,0.0,20.0,1,10,8,18,2
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3409,fall,0.0,40.0,3,10,8,18,6
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3409,fall,12.5,20.0,1,10,8,18,2
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3409,fall,12.5,40.0,4,10,8,18,8
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3409,peak,0.0,20.0,0,10,4,14,0
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3409,peak,0.0,40.0,0,10,4,14,0
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3409,peak,12.5,20.0,0,10,4,14,0
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3409,peak,12.5,40.0,2,10,4,14,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3409,valley,0.0,20.0,1,10,3,13,2
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3409,valley,0.0,40.0,2,10,3,13,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3409,valley,12.5,20.0,2,10,3,13,4
ex02_confused_00157,ex02::WEDDING MUSIC STOPS,emotion_3409,valley,12.5,40.0,2,10,3,13,4
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,rise,0.0,20.0,6,21,8,29,12
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,rise,0.0,40.0,6,21,8,29,12
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,rise,12.5,20.0,6,21,8,29,12
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,rise,12.5,40.0,6,21,8,29,12
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,fall,0.0,20.0,6,21,8,29,12
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,fall,0.0,40.0,6,21,8,29,12
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,fall,12.5,20.0,6,21,8,29,12
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,fall,12.5,40.0,7,21,8,29,14
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,peak,0.0,20.0,4,21,6,27,8
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,peak,0.0,40.0,5,21,6,27,10
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,peak,12.5,20.0,4,21,6,27,8
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,peak,12.5,40.0,6,21,6,27,12
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,valley,0.0,20.0,3,21,5,26,6
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,valley,0.0,40.0,3,21,5,26,6
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,valley,12.5,20.0,3,21,5,26,6
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,valley,12.5,40.0,3,21,5,26,6
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,rise,0.0,20.0,4,10,8,18,8
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,rise,0.0,40.0,4,10,8,18,8
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,rise,12.5,20.0,4,10,8,18,8
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,rise,12.5,40.0,5,10,8,18,10
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,fall,0.0,20.0,0,10,8,18,0
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,fall,0.0,40.0,3,10,8,18,6
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,fall,12.5,20.0,2,10,8,18,4
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,fall,12.5,40.0,3,10,8,18,6
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,peak,0.0,20.0,0,10,6,16,0
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,peak,0.0,40.0,1,10,6,16,2
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,peak,12.5,20.0,1,10,6,16,2
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,peak,12.5,40.0,4,10,6,16,8
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,valley,0.0,20.0,2,10,5,15,4
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,valley,0.0,40.0,2,10,5,15,4
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,valley,12.5,20.0,2,10,5,15,4
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,valley,12.5,40.0,3,10,5,15,6
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,rise,0.0,20.0,4,13,8,21,8
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,rise,0.0,40.0,5,13,8,21,10
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,rise,12.5,20.0,5,13,8,21,10
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,rise,12.5,40.0,7,13,8,21,14
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,fall,0.0,20.0,3,13,8,21,6
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,fall,0.0,40.0,5,13,8,21,10
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,fall,12.5,20.0,4,13,8,21,8
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,fall,12.5,40.0,6,13,8,21,12
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,peak,0.0,20.0,0,13,6,19,0
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,peak,0.0,40.0,3,13,6,19,6
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,peak,12.5,20.0,1,13,6,19,2
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,peak,12.5,40.0,4,13,6,19,8
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,valley,0.0,20.0,2,13,5,18,4
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,valley,0.0,40.0,3,13,5,18,6
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,valley,12.5,20.0,3,13,5,18,6
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,valley,12.5,40.0,4,13,5,18,8
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,speaker_count_3408_last,rise,0.0,20.0,2,4,8,12,4
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,speaker_count_3408_last,rise,0.0,40.0,3,4,8,12,6
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,speaker_count_3408_last,rise,12.5,20.0,2,4,8,12,4
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,speaker_count_3408_last,rise,12.5,40.0,4,4,8,12,8
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,speaker_count_3408_last,fall,0.0,20.0,0,4,8,12,0
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,speaker_count_3408_last,fall,0.0,40.0,0,4,8,12,0
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,speaker_count_3408_last,fall,12.5,20.0,0,4,8,12,0
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,speaker_count_3408_last,fall,12.5,40.0,2,4,8,12,4
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,speaker_count_3408_last,peak,0.0,20.0,0,4,6,10,0
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,speaker_count_3408_last,peak,0.0,40.0,1,4,6,10,2
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,speaker_count_3408_last,peak,12.5,20.0,1,4,6,10,2
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,speaker_count_3408_last,peak,12.5,40.0,2,4,6,10,4
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,speaker_count_3408_last,valley,0.0,20.0,0,4,5,9,0
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,speaker_count_3408_last,valley,0.0,40.0,1,4,5,9,2
ex02_confused_00233,ex02::DID SHE JUMP IN A CAB,speaker_count_3408_last,valley,12.5,20.0,0,4,5,9,0
