uid,block,source_uid,policy,condition,comparison,tol_ms,f1,boundary_retention,token_ratio,token_delta,hz
ex01_default_00370__pitch_down3,ex01::AT LEAST I DO,ex01_default_00370,intent_3408_last,pitch_down3,sham,20.0,1.0,1.0,1.0,0,5.552278169136273
ex01_default_00370__pitch_down3,ex01::AT LEAST I DO,ex01_default_00370,intent_3408_last,pitch_down3,sham,40.0,1.0,1.0,1.0,0,5.552278169136273
ex01_default_00370__pitch_down3,ex01::AT LEAST I DO,ex01_default_00370,speaker_count_3408_last,pitch_down3,sham,20.0,1.0,1.0,1.0,0,2.7761390845681366
ex01_default_00370__pitch_down3,ex01::AT LEAST I DO,ex01_default_00370,speaker_count_3408_last,pitch_down3,sham,40.0,1.0,1.0,1.0,0,2.7761390845681366
ex01_default_00370__pitch_up3,ex01::AT LEAST I DO,ex01_default_00370,asr_3408,pitch_up3,sham,20.0,0.96,0.9230769230769231,0.9285714285714286,-1,7.217961619877156
ex01_default_00370__pitch_up3,ex01::AT LEAST I DO,ex01_default_00370,asr_3408,pitch_up3,sham,40.0,0.96,0.9230769230769231,0.9285714285714286,-1,7.217961619877156
ex01_default_00370__pitch_up3,ex01::AT LEAST I DO,ex01_default_00370,emotion_3407,pitch_up3,sham,20.0,0.9230769230769231,0.8571428571428571,0.875,-1,3.8865947183953917
ex01_default_00370__pitch_up3,ex01::AT LEAST I DO,ex01_default_00370,emotion_3407,pitch_up3,sham,40.0,0.9230769230769231,0.8571428571428571,0.875,-1,3.8865947183953917
ex01_default_00370__pitch_up3,ex01::AT LEAST I DO,ex01_default_00370,emotion_3408,pitch_up3,sham,20.0,0.9230769230769231,0.8571428571428571,0.875,-1,3.8865947183953917
ex01_default_00370__pitch_up3,ex01::AT LEAST I DO,ex01_default_00370,emotion_3408,pitch_up3,sham,40.0,0.9230769230769231,0.8571428571428571,0.875,-1,3.8865947183953917
ex01_default_00370__pitch_up3,ex01::AT LEAST I DO,ex01_default_00370,emotion_3409,pitch_up3,sham,20.0,0.8,0.8,1.0,0,3.3313669014817644
ex01_default_00370__pitch_up3,ex01::AT LEAST I DO,ex01_default_00370,emotion_3409,pitch_up3,sham,40.0,0.8,0.8,1.0,0,3.3313669014817644
ex01_default_00370__pitch_up3,ex01::AT LEAST I DO,ex01_default_00370,intent_3408_last,pitch_up3,sham,20.0,0.8235294117647058,0.7777777777777778,0.9,-1,4.997050352222646
ex01_default_00370__pitch_up3,ex01::AT LEAST I DO,ex01_default_00370,intent_3408_last,pitch_up3,sham,40.0,0.8235294117647058,0.7777777777777778,0.9,-1,4.997050352222646
ex01_default_00370__pitch_up3,ex01::AT LEAST I DO,ex01_default_00370,speaker_count_3408_last,pitch_up3,sham,20.0,1.0,1.0,1.0,0,2.7761390845681366
ex01_default_00370__pitch_up3,ex01::AT LEAST I DO,ex01_default_00370,speaker_count_3408_last,pitch_up3,sham,40.0,1.0,1.0,1.0,0,2.7761390845681366
ex01_default_00370__duration_080,ex01::AT LEAST I DO,ex01_default_00370,asr_3408,duration_080,sham,20.0,0.9166666666666666,0.8461538461538461,0.8571428571428571,-2,8.328272750932594
ex01_default_00370__duration_080,ex01::AT LEAST I DO,ex01_default_00370,asr_3408,duration_080,sham,40.0,0.9166666666666666,0.8461538461538461,0.8571428571428571,-2,8.328272750932594
ex01_default_00370__duration_080,ex01::AT LEAST I DO,ex01_default_00370,emotion_3407,duration_080,sham,20.0,0.8333333333333334,0.7142857142857143,0.75,-2,4.164136375466297
ex01_default_00370__duration_080,ex01::AT LEAST I DO,ex01_default_00370,emotion_3407,duration_080,sham,40.0,0.8333333333333334,0.7142857142857143,0.75,-2,4.164136375466297
ex01_default_00370__duration_080,ex01::AT LEAST I DO,ex01_default_00370,emotion_3408,duration_080,sham,20.0,0.6666666666666666,0.5714285714285714,0.75,-2,4.164136375466297
ex01_default_00370__duration_080,ex01::AT LEAST I DO,ex01_default_00370,emotion_3408,duration_080,sham,40.0,0.8333333333333334,0.7142857142857143,0.75,-2,4.164136375466297
ex01_default_00370__duration_080,ex01::AT LEAST I DO,ex01_default_00370,emotion_3409,duration_080,sham,20.0,0.6,0.6,1.0,0,4.164136375466297
ex01_default_00370__duration_080,ex01::AT LEAST I DO,ex01_default_00370,emotion_3409,duration_080,sham,40.0,0.8,0.8,1.0,0,4.164136375466297
ex01_default_00370__duration_080,ex01::AT LEAST I DO,ex01_default_00370,intent_3408_last,duration_080,sham,20.0,0.875,0.7777777777777778,0.8,-2,5.552181833955062
ex01_default_00370__duration_080,ex01::AT LEAST I DO,ex01_default_00370,intent_3408_last,duration_080,sham,40.0,0.875,0.7777777777777778,0.8,-2,5.552181833955062
ex01_default_00370__duration_080,ex01::AT LEAST I DO,ex01_default_00370,speaker_count_3408_last,duration_080,sham,20.0,0.8571428571428571,0.75,0.8,-1,2.776090916977531
ex01_default_00370__duration_080,ex01::AT LEAST I DO,ex01_default_00370,speaker_count_3408_last,duration_080,sham,40.0,0.8571428571428571,0.75,0.8,-1,2.776090916977531
ex01_default_00370__duration_125,ex01::AT LEAST I DO,ex01_default_00370,asr_3408,duration_125,sham,20.0,0.8148148148148148,0.8461538461538461,1.0714285714285714,1,6.662780044973765
ex01_default_00370__duration_125,ex01::AT LEAST I DO,ex01_default_00370,asr_3408,duration_125,sham,40.0,0.8888888888888888,0.9230769230769231,1.0714285714285714,1,6.662780044973765
ex01_default_00370__duration_125,ex01::AT LEAST I DO,ex01_default_00370,emotion_3407,duration_125,sham,20.0,0.9333333333333333,1.0,1.125,1,3.9976680269842593
ex01_default_00370__duration_125,ex01::AT LEAST I DO,ex01_default_00370,emotion_3407,duration_125,sham,40.0,0.9333333333333333,1.0,1.125,1,3.9976680269842593
ex01_default_00370__duration_125,ex01::AT LEAST I DO,ex01_default_00370,emotion_3408,duration_125,sham,20.0,0.8571428571428571,0.8571428571428571,1.0,0,3.553482690652675
ex01_default_00370__duration_125,ex01::AT LEAST I DO,ex01_default_00370,emotion_3408,duration_125,sham,40.0,1.0,1.0,1.0,0,3.553482690652675
ex01_default_00370__duration_125,ex01::AT LEAST I DO,ex01_default_00370,emotion_3409,duration_125,sham,20.0,0.8333333333333334,1.0,1.3333333333333333,2,3.553482690652675
ex01_default_00370__duration_125,ex01::AT LEAST I DO,ex01_default_00370,emotion_3409,duration_125,sham,40.0,0.8333333333333334,1.0,1.3333333333333333,2,3.553482690652675
ex01_default_00370__duration_125,ex01::AT LEAST I DO,ex01_default_00370,intent_3408_last,duration_125,sham,20.0,0.7368421052631579,0.7777777777777778,1.1,1,4.886038699647428
ex01_default_00370__duration_125,ex01::AT LEAST I DO,ex01_default_00370,intent_3408_last,duration_125,sham,40.0,0.8421052631578947,0.8888888888888888,1.1,1,4.886038699647428
ex01_default_00370__duration_125,ex01::AT LEAST I DO,ex01_default_00370,speaker_count_3408_last,duration_125,sham,20.0,0.8888888888888888,1.0,1.2,1,2.665112017989506
ex01_default_00370__duration_125,ex01::AT LEAST I DO,ex01_default_00370,speaker_count_3408_last,duration_125,sham,40.0,0.8888888888888888,1.0,1.2,1,2.665112017989506
ex01_default_00370__pitch_flat,ex01::AT LEAST I DO,ex01_default_00370,asr_3408,pitch_flat,sham,20.0,0.96,0.9230769230769231,0.9285714285714286,-1,7.217961619877156
ex01_default_00370__pitch_flat,ex01::AT LEAST I DO,ex01_default_00370,asr_3408,pitch_flat,sham,40.0,0.96,0.9230769230769231,0.9285714285714286,-1,7.217961619877156
ex01_default_00370__pitch_flat,ex01::AT LEAST I DO,ex01_default_00370,emotion_3407,pitch_flat,sham,20.0,1.0,1.0,1.0,0,4.441822535309019
ex01_default_00370__pitch_flat,ex01::AT LEAST I DO,ex01_default_00370,emotion_3407,pitch_flat,sham,40.0,1.0,1.0,1.0,0,4.441822535309019
ex01_default_00370__pitch_flat,ex01::AT LEAST I DO,ex01_default_00370,emotion_3408,pitch_flat,sham,20.0,0.9230769230769231,0.8571428571428571,0.875,-1,3.8865947183953917
ex01_default_00370__pitch_flat,ex01::AT LEAST I DO,ex01_default_00370,emotion_3408,pitch_flat,sham,40.0,0.9230769230769231,0.8571428571428571,0.875,-1,3.8865947183953917
ex01_default_00370__pitch_flat,ex01::AT LEAST I DO,ex01_default_00370,emotion_3409,pitch_flat,sham,20.0,0.8,0.8,1.0,0,3.3313669014817644
ex01_default_00370__pitch_flat,ex01::AT LEAST I DO,ex01_default_00370,emotion_3409,pitch_flat,sham,40.0,1.0,1.0,1.0,0,3.3313669014817644
ex01_default_00370__pitch_flat,ex01::AT LEAST I DO,ex01_default_00370,intent_3408_last,pitch_flat,sham,20.0,0.8235294117647058,0.7777777777777778,0.9,-1,4.997050352222646
ex01_default_00370__pitch_flat,ex01::AT LEAST I DO,ex01_default_00370,intent_3408_last,pitch_flat,sham,40.0,0.8235294117647058,0.7777777777777778,0.9,-1,4.997050352222646
ex01_default_00370__pitch_flat,ex01::AT LEAST I DO,ex01_default_00370,speaker_count_3408_last,pitch_flat,sham,20.0,1.0,1.0,1.0,0,2.7761390845681366
ex01_default_00370__pitch_flat,ex01::AT LEAST I DO,ex01_default_00370,speaker_count_3408_last,pitch_flat,sham,40.0,1.0,1.0,1.0,0,2.7761390845681366
ex01_default_00370__envelope_compress,ex01::AT LEAST I DO,ex01_default_00370,asr_3408,envelope_compress,original,20.0,0.96,1.0,1.0769230769230769,1,7.7731894367907834
ex01_default_00370__envelope_compress,ex01::AT LEAST I DO,ex01_default_00370,asr_3408,envelope_compress,original,40.0,0.96,1.0,1.0769230769230769,1,7.7731894367907834
ex01_default_00370__envelope_compress,ex01::AT LEAST I DO,ex01_default_00370,emotion_3407,envelope_compress,original,20.0,1.0,1.0,1.0,0,4.441822535309019
ex01_default_00370__envelope_compress,ex01::AT LEAST I DO,ex01_default_00370,emotion_3407,envelope_compress,original,40.0,1.0,1.0,1.0,0,4.441822535309019
ex01_default_00370__envelope_compress,ex01::AT LEAST I DO,ex01_default_00370,emotion_3408,envelope_compress,original,20.0,1.0,1.0,1.0,0,4.441822535309019
ex01_default_00370__envelope_compress,ex01::AT LEAST I DO,ex01_default_00370,emotion_3408,envelope_compress,original,40.0,1.0,1.0,1.0,0,4.441822535309019
ex01_default_00370__envelope_compress,ex01::AT LEAST I DO,ex01_default_00370,emotion_3409,envelope_compress,original,20.0,0.9090909090909091,1.0,1.1666666666666667,1,3.8865947183953917
ex01_default_00370__envelope_compress,ex01::AT LEAST I DO,ex01_default_00370,emotion_3409,envelope_compress,original,40.0,0.9090909090909091,1.0,1.1666666666666667,1,3.8865947183953917
ex01_default_00370__envelope_compress,ex01::AT LEAST I DO,ex01_default_00370,intent_3408_last,envelope_compress,original,20.0,1.0,1.0,1.0,0,5.552278169136273
ex01_default_00370__envelope_compress,ex01::AT LEAST I DO,ex01_default_00370,intent_3408_last,envelope_compress,original,40.0,1.0,1.0,1.0,0,5.552278169136273
ex01_default_00370__envelope_compress,ex01::AT LEAST I DO,ex01_default_00370,speaker_count_3408_last,envelope_compress,original,20.0,1.0,1.0,1.0,0,2.7761390845681366
ex01_default_00370__envelope_compress,ex01::AT LEAST I DO,ex01_default_00370,speaker_count_3408_last,envelope_compress,original,40.0,1.0,1.0,1.0,0,2.7761390845681366
ex02_default_00028__original,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,asr_3408,original,original,20.0,1.0,1.0,1.0,0,10.597504008924213
ex02_default_00028__original,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,asr_3408,original,original,40.0,1.0,1.0,1.0,0,10.597504008924213
ex02_default_00028__original,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3407,original,original,20.0,1.0,1.0,1.0,0,5.577633688907481
ex02_default_00028__original,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3407,original,original,40.0,1.0,1.0,1.0,0,5.577633688907481
ex02_default_00028__original,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3408,original,original,20.0,1.0,1.0,1.0,0,5.019870320016733
ex02_default_00028__original,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3408,original,original,40.0,1.0,1.0,1.0,0,5.019870320016733
ex02_default_00028__original,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3409,original,original,20.0,1.0,1.0,1.0,0,5.019870320016733
ex02_default_00028__original,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3409,original,original,40.0,1.0,1.0,1.0,0,5.019870320016733
ex02_default_00028__original,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,intent_3408_last,original,original,20.0,1.0,1.0,1.0,0,7.808687164470474
ex02_default_00028__original,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,intent_3408_last,original,original,40.0,1.0,1.0,1.0,0,7.808687164470474
ex02_default_00028__original,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,speaker_count_3408_last,original,original,20.0,1.0,1.0,1.0,0,2.7888168444537405
ex02_default_00028__original,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,speaker_count_3408_last,original,original,40.0,1.0,1.0,1.0,0,2.7888168444537405
ex02_default_00028__sham,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,asr_3408,sham,original,20.0,1.0,1.0,1.0,0,10.597504008924213
ex02_default_00028__sham,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,asr_3408,sham,original,40.0,1.0,1.0,1.0,0,10.597504008924213
ex02_default_00028__sham,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3407,sham,original,20.0,1.0,1.0,1.0,0,5.577633688907481
ex02_default_00028__sham,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3407,sham,original,40.0,1.0,1.0,1.0,0,5.577633688907481
ex02_default_00028__sham,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3408,sham,original,20.0,0.875,0.875,1.0,0,5.019870320016733
ex02_default_00028__sham,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3408,sham,original,40.0,0.875,0.875,1.0,0,5.019870320016733
ex02_default_00028__sham,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3409,sham,original,20.0,0.8,0.75,0.8888888888888888,-1,4.4621069511259845
ex02_default_00028__sham,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3409,sham,original,40.0,0.8,0.75,0.8888888888888888,-1,4.4621069511259845
ex02_default_00028__sham,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,intent_3408_last,sham,original,20.0,0.9230769230769231,0.9230769230769231,1.0,0,7.808687164470474
ex02_default_00028__sham,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,intent_3408_last,sham,original,40.0,1.0,1.0,1.0,0,7.808687164470474
ex02_default_00028__sham,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,speaker_count_3408_last,sham,original,20.0,1.0,1.0,1.0,0,2.7888168444537405
ex02_default_00028__sham,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,speaker_count_3408_last,sham,original,40.0,1.0,1.0,1.0,0,2.7888168444537405
ex02_default_00028__pitch_down3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,asr_3408,pitch_down3,sham,20.0,1.0,1.0,1.0,0,10.597504008924213
ex02_default_00028__pitch_down3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,asr_3408,pitch_down3,sham,40.0,1.0,1.0,1.0,0,10.597504008924213
ex02_default_00028__pitch_down3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3407,pitch_down3,sham,20.0,0.9473684210526315,1.0,1.1,1,6.1353970577982295
ex02_default_00028__pitch_down3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3407,pitch_down3,sham,40.0,0.9473684210526315,1.0,1.1,1,6.1353970577982295
ex02_default_00028__pitch_down3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3408,pitch_down3,sham,20.0,0.9333333333333333,0.875,0.8888888888888888,-1,4.4621069511259845
ex02_default_00028__pitch_down3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3408,pitch_down3,sham,40.0,0.9333333333333333,0.875,0.8888888888888888,-1,4.4621069511259845
ex02_default_00028__pitch_down3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3409,pitch_down3,sham,20.0,0.8,0.8571428571428571,1.125,1,5.019870320016733
ex02_default_00028__pitch_down3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3409,pitch_down3,sham,40.0,0.8,0.8571428571428571,1.125,1,5.019870320016733
ex02_default_00028__pitch_down3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,intent_3408_last,pitch_down3,sham,20.0,0.9230769230769231,0.9230769230769231,1.0,0,7.808687164470474
ex02_default_00028__pitch_down3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,intent_3408_last,pitch_down3,sham,40.0,1.0,1.0,1.0,0,7.808687164470474
ex02_default_00028__pitch_down3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,speaker_count_3408_last,pitch_down3,sham,20.0,1.0,1.0,1.0,0,2.7888168444537405
ex02_default_00028__pitch_down3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,speaker_count_3408_last,pitch_down3,sham,40.0,1.0,1.0,1.0,0,2.7888168444537405
ex02_default_00028__pitch_up3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,asr_3408,pitch_up3,sham,20.0,1.0,1.0,1.0,0,10.597504008924213
ex02_default_00028__pitch_up3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,asr_3408,pitch_up3,sham,40.0,1.0,1.0,1.0,0,10.597504008924213
ex02_default_00028__pitch_up3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3407,pitch_up3,sham,20.0,0.9473684210526315,1.0,1.1,1,6.1353970577982295
ex02_default_00028__pitch_up3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3407,pitch_up3,sham,40.0,0.9473684210526315,1.0,1.1,1,6.1353970577982295
ex02_default_00028__pitch_up3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3408,pitch_up3,sham,20.0,0.8235294117647058,0.875,1.1111111111111112,1,5.577633688907481
ex02_default_00028__pitch_up3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3408,pitch_up3,sham,40.0,0.8235294117647058,0.875,1.1111111111111112,1,5.577633688907481
ex02_default_00028__pitch_up3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3409,pitch_up3,sham,20.0,0.75,0.8571428571428571,1.25,2,5.577633688907481
ex02_default_00028__pitch_up3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3409,pitch_up3,sham,40.0,0.75,0.8571428571428571,1.25,2,5.577633688907481
ex02_default_00028__pitch_up3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,intent_3408_last,pitch_up3,sham,20.0,0.9230769230769231,0.9230769230769231,1.0,0,7.808687164470474
ex02_default_00028__pitch_up3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,intent_3408_last,pitch_up3,sham,40.0,1.0,1.0,1.0,0,7.808687164470474
ex02_default_00028__pitch_up3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,speaker_count_3408_last,pitch_up3,sham,20.0,1.0,1.0,1.0,0,2.7888168444537405
ex02_default_00028__pitch_up3,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,speaker_count_3408_last,pitch_up3,sham,40.0,1.0,1.0,1.0,0,2.7888168444537405
ex02_default_00028__duration_080,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,asr_3408,duration_080,sham,20.0,0.8571428571428571,0.8333333333333334,0.9473684210526315,-1,12.549566429909799
ex02_default_00028__duration_080,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,asr_3408,duration_080,sham,40.0,0.9714285714285714,0.9444444444444444,0.9473684210526315,-1,12.549566429909799
ex02_default_00028__duration_080,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3407,duration_080,sham,20.0,0.9411764705882353,0.8888888888888888,0.9,-1,6.274783214954899
ex02_default_00028__duration_080,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3407,duration_080,sham,40.0,0.9411764705882353,0.8888888888888888,0.9,-1,6.274783214954899
ex02_default_00028__duration_080,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3408,duration_080,sham,20.0,0.7692307692307693,0.625,0.6666666666666666,-3,4.183188809969933
ex02_default_00028__duration_080,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3408,duration_080,sham,40.0,0.7692307692307693,0.625,0.6666666666666666,-3,4.183188809969933
ex02_default_00028__duration_080,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3409,duration_080,sham,20.0,0.8571428571428571,0.8571428571428571,1.0,0,5.577585079959911
ex02_default_00028__duration_080,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3409,duration_080,sham,40.0,0.8571428571428571,0.8571428571428571,1.0,0,5.577585079959911
ex02_default_00028__duration_080,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,intent_3408_last,duration_080,sham,20.0,0.6956521739130435,0.6153846153846154,0.7857142857142857,-3,7.669179484944877
ex02_default_00028__duration_080,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,intent_3408_last,duration_080,sham,40.0,0.8695652173913043,0.7692307692307693,0.7857142857142857,-3,7.669179484944877
ex02_default_00028__duration_080,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,speaker_count_3408_last,duration_080,sham,20.0,1.0,1.0,1.0,0,3.485990674974944
ex02_default_00028__duration_080,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,speaker_count_3408_last,duration_080,sham,40.0,1.0,1.0,1.0,0,3.485990674974944
ex02_default_00028__duration_125,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,asr_3408,duration_125,sham,20.0,0.9444444444444444,0.9444444444444444,1.0,0,8.477884990797033
ex02_default_00028__duration_125,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,asr_3408,duration_125,sham,40.0,1.0,1.0,1.0,0,8.477884990797033
ex02_default_00028__duration_125,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3407,duration_125,sham,20.0,0.7368421052631579,0.7777777777777778,1.1,1,4.908249205198283
ex02_default_00028__duration_125,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3407,duration_125,sham,40.0,0.9473684210526315,1.0,1.1,1,4.908249205198283
ex02_default_00028__duration_125,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3408,duration_125,sham,20.0,0.7058823529411765,0.75,1.1111111111111112,1,4.462044731998438
ex02_default_00028__duration_125,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3408,duration_125,sham,40.0,0.8235294117647058,0.875,1.1111111111111112,1,4.462044731998438
ex02_default_00028__duration_125,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3409,duration_125,sham,20.0,0.625,0.7142857142857143,1.25,2,4.462044731998438
ex02_default_00028__duration_125,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3409,duration_125,sham,40.0,0.75,0.8571428571428571,1.25,2,4.462044731998438
ex02_default_00028__duration_125,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,intent_3408_last,duration_125,sham,20.0,0.8888888888888888,0.9230769230769231,1.0714285714285714,1,6.693067097997658
ex02_default_00028__duration_125,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,intent_3408_last,duration_125,sham,40.0,0.9629629629629629,1.0,1.0714285714285714,1,6.693067097997658
ex02_default_00028__duration_125,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,speaker_count_3408_last,duration_125,sham,20.0,0.8888888888888888,1.0,1.2,1,2.6772268391990632
ex02_default_00028__duration_125,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,speaker_count_3408_last,duration_125,sham,40.0,0.8888888888888888,1.0,1.2,1,2.6772268391990632
ex02_default_00028__pitch_flat,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,asr_3408,pitch_flat,sham,20.0,0.9142857142857143,0.8888888888888888,0.9473684210526315,-1,10.039740640033466
ex02_default_00028__pitch_flat,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,asr_3408,pitch_flat,sham,40.0,0.9714285714285714,0.9444444444444444,0.9473684210526315,-1,10.039740640033466
ex02_default_00028__pitch_flat,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3407,pitch_flat,sham,20.0,0.9473684210526315,1.0,1.1,1,6.1353970577982295
ex02_default_00028__pitch_flat,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3407,pitch_flat,sham,40.0,0.9473684210526315,1.0,1.1,1,6.1353970577982295
ex02_default_00028__pitch_flat,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3408,pitch_flat,sham,20.0,1.0,1.0,1.0,0,5.019870320016733
ex02_default_00028__pitch_flat,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3408,pitch_flat,sham,40.0,1.0,1.0,1.0,0,5.019870320016733
ex02_default_00028__pitch_flat,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3409,pitch_flat,sham,20.0,0.8,0.8571428571428571,1.125,1,5.019870320016733
ex02_default_00028__pitch_flat,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3409,pitch_flat,sham,40.0,0.8,0.8571428571428571,1.125,1,5.019870320016733
ex02_default_00028__pitch_flat,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,intent_3408_last,pitch_flat,sham,20.0,0.88,0.8461538461538461,0.9285714285714286,-1,7.250923795579725
ex02_default_00028__pitch_flat,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,intent_3408_last,pitch_flat,sham,40.0,0.96,0.9230769230769231,0.9285714285714286,-1,7.250923795579725
ex02_default_00028__pitch_flat,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,speaker_count_3408_last,pitch_flat,sham,20.0,1.0,1.0,1.0,0,2.7888168444537405
ex02_default_00028__pitch_flat,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,speaker_count_3408_last,pitch_flat,sham,40.0,1.0,1.0,1.0,0,2.7888168444537405
ex02_default_00028__envelope_compress,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,asr_3408,envelope_compress,original,20.0,1.0,1.0,1.0,0,10.597504008924213
ex02_default_00028__envelope_compress,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,asr_3408,envelope_compress,original,40.0,1.0,1.0,1.0,0,10.597504008924213
ex02_default_00028__envelope_compress,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3407,envelope_compress,original,20.0,1.0,1.0,1.0,0,5.577633688907481
ex02_default_00028__envelope_compress,ex02::WHAT DO YA THINK YOU'RE DOING,ex02_default_00028,emotion_3407,envelope_compress,original,40.0,1.0,1.0,1.0,0,5.577633688907481
